$keys right_InnerSquint left_InnerSquint right_OuterSquint left_OuterSquint right_BrowInV left_BrowInV right_Frown left_Frown right_NoseV left_NoseV right_NostrilFlare left_NostrilFlare right_CheekV left_CheekV JawD JawV right_LipsV left_LipsV right_LipUpV left_LipUpV right_LipLoV left_LipLoV right_Platysmus left_Platysmus right_FoldLipUp left_FoldLipUp right_FoldLipLo left_FoldLipLo right_LipCnrTwst left_LipCnrTwst right_ScalpD left_ScalpD right_CloseLid left_CloseLid multi_CloseLid right_BrowOutV left_BrowOutV right_CheekH left_CheekH JawH right_Smile left_Smile multi_Smile right_PuckerLipUp left_PuckerLipUp right_PuckerLipLo left_PuckerLipLo right_Dimple left_Dimple right_PuffLipUp left_PuffLipUp right_PuffLipLo left_PuffLipLo eyes_updown right_LipStick left_LipStick TongueD TongueH 
$hasweighting
$normalized
"upperHappy1" 	"_" 	0.00000	1.000	0.00000	1.000	0.54900	1.000	0.54900	1.000	0.55195	1.000	0.58906	1.000	0.00000	1.000	0.00000	1.000	0.62750	1.000	0.62750	1.000	0.77821	1.000	0.77821	1.000	0.85750	1.000	0.85750	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.92750	1.000	0.92750	1.000	0.64250	1.000	0.38070	1.000	0.38070	1.000	0.59000	1.000	0.59000	1.000	0.50000	1.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.50000	0.000	0.50000	0.000	"upperHappy1"
"upperHappy2" 	"_" 	0.63750	1.000	0.63750	1.000	0.74250	1.000	0.74250	1.000	0.68250	1.000	0.68250	1.000	0.00000	1.000	0.00000	1.000	0.58250	1.000	0.58250	1.000	0.77821	1.000	0.77821	1.000	1.00000	1.000	1.00000	1.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	1.000	0.00000	1.000	0.19444	1.000	0.19444	1.000	1.39750	1.000	0.61500	1.000	0.61500	1.000	0.49250	1.000	0.49250	1.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.50000	0.000	0.50000	0.000	"upperHappy2"
"upperAngry2" 	"_" 	0.18750	1.000	0.18750	1.000	0.00000	1.000	0.00000	1.000	0.19949	1.000	0.20250	1.000	1.00000	1.000	0.99252	1.000	0.90645	1.000	0.90815	1.000	0.57389	1.000	0.74051	1.000	0.56004	1.000	0.78250	1.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.82000	1.000	0.82000	1.000	0.39500	1.000	0.39500	1.000	0.78500	1.000	0.16273	1.000	0.16009	1.000	0.58319	1.000	0.59541	1.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.50000	0.000	0.50000	0.000	"upperAngry2"
"upperAngry3" 	"_" 	0.87250	1.000	0.86846	1.000	0.70500	1.000	0.69886	1.000	0.19949	1.000	0.20250	1.000	1.00000	1.000	0.99252	1.000	0.95893	1.000	0.96065	1.000	0.57389	1.000	0.74051	1.000	1.00000	1.000	1.00000	1.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.79750	1.000	0.79750	1.000	0.33750	1.000	0.33750	1.000	0.86750	1.000	0.00000	1.000	0.00000	1.000	0.58319	1.000	0.59541	1.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.50000	0.000	0.50000	0.000	"upperAngry3"
"upperSuprise1" 	"_" 	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	1.00000	1.000	1.00000	1.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.08000	1.000	0.08000	1.000	0.65750	1.000	1.00000	1.000	1.00000	1.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.50000	0.000	0.50000	0.000	"upperSuprise1"
"upperSad1" 	"_" 	0.39656	1.000	0.39572	1.000	0.90250	1.000	0.90250	1.000	0.97000	1.000	0.97000	1.000	0.33000	1.000	0.33000	1.000	0.18500	1.000	0.18500	1.000	0.29000	1.000	0.29000	1.000	0.60000	1.000	0.60000	1.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	1.000	0.00000	1.000	0.36585	1.000	0.36585	1.000	0.35250	1.000	0.00000	1.000	0.00000	1.000	0.40250	1.000	0.40250	1.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.50000	0.000	0.50000	0.000	"upperSad1"
"upperSad3" 	"_" 	0.37500	1.000	0.37500	1.000	0.89500	1.000	0.89341	1.000	1.00000	1.000	1.00000	1.000	0.83250	1.000	0.83250	1.000	0.18500	1.000	0.18500	1.000	0.29000	1.000	0.29000	1.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	1.000	0.00000	1.000	1.00000	1.000	1.00000	1.000	0.71250	1.000	0.23250	1.000	0.23250	1.000	0.40250	1.000	0.40250	1.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.50000	0.000	0.50000	0.000	"upperSad3"
"upperUpset1" 	"_" 	0.81250	1.000	0.81250	1.000	1.00000	1.000	1.00000	1.000	0.61500	1.000	0.55695	1.000	1.00000	1.000	1.00000	1.000	0.79250	1.000	0.79250	1.000	0.69500	1.000	0.69500	1.000	0.99750	1.000	0.99750	1.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.12250	1.000	0.12250	1.000	0.28993	1.000	0.28993	1.000	0.51000	1.000	0.00000	1.000	0.00000	1.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.50000	0.000	0.50000	0.000	"upperUpset1"
"upset1" 	"_" 	0.87250	1.000	0.87250	1.000	1.00000	1.000	1.00000	1.000	0.64500	1.000	0.58695	1.000	0.39690	1.000	0.39482	1.000	0.61797	1.000	0.62219	1.000	0.56693	1.000	0.56693	1.000	0.68687	1.000	0.68687	1.000	0.58118	1.000	0.44805	1.000	0.37500	1.000	0.37406	1.000	0.39909	1.000	0.48873	1.000	0.29499	1.000	0.29661	1.000	0.41229	1.000	0.41408	1.000	0.45543	1.000	0.45600	1.000	0.52135	1.000	0.51972	1.000	1.00000	1.000	0.39944	1.000	0.12250	1.000	0.12250	1.000	0.25993	1.000	0.25993	1.000	0.75000	1.000	0.00000	1.000	0.00000	1.000	0.53013	1.000	0.53422	1.000	0.50000	1.000	0.06079	1.000	0.03344	1.000	0.46009	1.000	0.00000	1.000	0.00000	1.000	0.42750	1.000	0.42669	1.000	0.00000	1.000	0.00000	1.000	0.27951	1.000	0.28098	1.000	0.25053	1.000	0.24935	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.50000	0.000	0.50000	0.000	"upset1"
"upset2" 	"_" 	0.87250	1.000	0.87250	1.000	1.00000	1.000	1.00000	1.000	0.70500	1.000	0.64155	1.000	0.39690	1.000	0.39482	1.000	0.61797	1.000	0.62219	1.000	0.56693	1.000	0.56693	1.000	0.68687	1.000	0.68687	1.000	0.58118	1.000	0.44805	1.000	0.90000	1.000	0.89774	1.000	0.76044	1.000	0.93123	1.000	0.55606	1.000	0.55911	1.000	0.14346	1.000	0.14408	1.000	0.45543	1.000	0.45600	1.000	0.33385	1.000	0.33281	1.000	0.17500	1.000	0.06990	1.000	0.12250	1.000	0.12250	1.000	0.25993	1.000	0.25993	1.000	0.88500	1.000	0.00000	1.000	0.00000	1.000	0.53013	1.000	0.53422	1.000	0.50000	1.000	0.06079	1.000	0.03344	1.000	0.46009	1.000	0.00000	1.000	0.00000	1.000	0.42750	1.000	0.42669	1.000	0.00000	1.000	0.00000	1.000	0.27951	1.000	0.28098	1.000	0.25053	1.000	0.24935	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.50000	0.000	0.50000	0.000	"upset2"
"actionfire01" 	"_" 	0.13500	1.000	0.13500	1.000	0.11739	1.000	0.11637	1.000	0.00000	1.000	0.00000	1.000	0.76750	1.000	0.76176	1.000	0.67031	1.000	0.81065	1.000	0.63783	1.000	0.82301	1.000	0.52143	1.000	0.73750	1.000	0.73000	1.000	0.45488	1.000	0.80000	1.000	0.80000	1.000	0.87250	1.000	0.87250	1.000	0.60550	1.000	0.60550	1.000	0.55700	1.000	0.55700	1.000	0.24750	1.000	0.24750	1.000	0.47000	1.000	0.47000	1.000	0.71250	1.000	0.71250	1.000	0.82000	1.000	0.82000	1.000	0.50000	1.000	0.50000	1.000	0.72500	1.000	0.25273	1.000	0.24863	1.000	0.58319	1.000	0.59541	1.000	0.50189	1.000	0.36750	1.000	0.36750	1.000	0.56750	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.50000	0.000	0.50000	0.000	"actionfire01"
"dead01" 	"_" 	0.42000	1.000	0.19320	1.000	0.59250	1.000	0.59250	1.000	0.41730	1.000	0.78000	1.000	0.10000	1.000	0.10000	1.000	0.60500	1.000	0.50518	1.000	0.69500	1.000	0.69500	1.000	0.21000	1.000	0.21000	1.000	0.74750	1.000	0.68794	1.000	0.50000	1.000	0.50000	1.000	0.65518	1.000	0.89750	1.000	0.81500	1.000	0.63162	1.000	0.00000	1.000	0.00000	1.000	0.11750	1.000	0.11750	1.000	0.33500	1.000	0.33500	1.000	0.72250	1.000	0.32151	1.000	0.03640	1.000	0.22750	1.000	1.00000	1.000	0.96160	1.000	0.81500	1.000	0.18750	1.000	0.16219	1.000	0.50000	0.000	0.50000	0.000	0.53000	1.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.53500	1.000	"dead01"
"dead02" 	"_" 	0.21750	1.000	0.21653	1.000	0.35250	1.000	0.36210	1.000	0.57500	1.000	0.58320	1.000	0.00000	1.000	0.00400	1.000	0.67250	1.000	0.66581	1.000	0.50000	1.000	0.50780	1.000	0.00000	1.000	0.00840	1.000	0.50000	1.000	0.65750	1.000	0.63250	1.000	0.62720	1.000	0.59750	1.000	0.60950	1.000	0.64250	1.000	0.64207	1.000	0.47250	1.000	0.45360	1.000	0.60500	1.000	0.58550	1.000	0.68000	1.000	0.26473	1.000	0.00000	1.000	0.44486	1.000	0.50000	1.000	0.48910	1.000	1.00000	1.000	0.99846	1.000	0.81500	1.000	0.13500	1.000	0.13609	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.50000	0.000	0.50000	0.000	"dead02"
