"lang" 
{ 
"Language" "English" 
"asw_melee_desc"			"Increases the damage dealt by the marine's\nmelee attacks and melee weapons."
"asw_reloading_desc"     		"Decreases the reload time of all weapons."
"asw_agility_desc"			"Increases the marine's movement speed."

"asw_name_sarge"	"Sarge"
"asw_name_jaeger"	"Jaeger"
"asw_name_wildcat"	"Wildcat"
"asw_name_wolfe"	"Wolfe"
"asw_name_faith"	"Faith"
"asw_name_bastille"	"Bastille"
"asw_name_crash"	"Crash"
"asw_name_flynn"	"Flynn"
"asw_name_vegas"	"Vegas"

"asw_bio_sarge"		"Joseph Conrad is a tough, experienced soldier.  He's one of the few people to have survived a large-scale Swarm invasion, an experience which forged him into the driven man he is today.  A strong commander, he leads both by example, and through the not-so-gentle application of verbal foot to ass.  He knows his team well and pushes hard to keep them at their best."
"asw_bio_jaeger"	"Karl Jaeger is the son of the son of a corpsman, military to his war-hardened bones.  He’s a hard-charging killing machine with a true warrior’s spirit.  He believes in the soul-freeing joy of combat and has always suspected he'll die in the line of duty.  And if that happens, well, he can’t imagine a better way to go."
"asw_bio_wildcat"	"Growing up, Wildcat hadn’t anticipated following in the footsteps of her military family.  In school, she’d dreamed of corporate life, business suits, a nice corner office.  But the swarm took that away.  Every able-bodied man and woman in her age cohort was funneled into hopeless defense of the colonies.  By the time she was twenty-five, the cause was lost-- the colonies decimated, her family dead and scattered.  Wildcat transferred into an elite unit to continue the fight."
"asw_bio_wolfe"		"Wolfe is an ex-con turned soldier.  At his last sentencing, the judge gave him a choice: jail or the Interstellar Armed Forces.  It was the chance he needed to turn his life around.  He took top honors at boot camp, easily beating the other enlisted men at everything from hand-to-hand combat to special ordinance disassembly.  When his sentence was up, he found that he not only liked military life, but was good at it--and was consequently offered a position in Special Ops"
"asw_bio_faith"		"Faith has the heart and soul of a medic.  She's here to help people and believes in the Interstellar Armed Forces' mission to protect the Allied Systems against hostile alien assault.  Despite having seen plenty of action, she’s still genuinely impacted by the human tragedy she sees and tends to take losses personally.  She's deeply concerned for the welfare of her team."
"asw_bio_bastille"	"Leon Bastille was born on a prison world, child of a political prisoners; when political tides shifted, his family was released.  It was a world run by black marketeers, where he learned basic medicine hands-on.  He also received a strong, if informal, academic education (the prison being full of philosophers, authors, educators, poets and priests).  Bastille is naturally suspicious of others, but also an excellent combat medic."
"asw_bio_crash"		"David Murphy, reputedly a child hacker genius at tech school, didn't take long to fall onto the wrong side of the law.  At the age of 21, he was responsible for the notorious Starbase Systems Crash, allegedly costing the Trade Leagues millions in lost credits.  Murphy is now serving time in the IAF as part of his sentence."
"asw_bio_flynn"		"Flynn's face is marred by a huge scar running across his left eye.  He's a scrappy born fighter, raised on a grudge-world, settled by warring societies pursuing a deliberate generations-old feud, wracked by perpetual civil war.  He's most comfortable with streetwar, guerrilla tactics, and dirty fighting.  He's also most comfortable with large weapons.  The bigger, the better.  He talks little, his one good eye ever watchful."
"asw_bio_vegas"		"Vegas has an almost savant-like talent for counting and memorization, a skill he put to use in various gambling houses where he won big at poker and blackjack tables. However, fortune is fickle, and after racking up massive debts and angering some important people, he had to get out. Vegas joined the IAF so he could earn the money to pay back his debts (or a sizeable seed fund with which to win back the rest), and to get away from people who want to crush his kneecaps."
"asw_nomarines"		"No marines selected."
"asw_spectating" "SPECTATING"
"asw_spectating_marine" "SPECTATING %s1"
"asw_spectating_player" "SPECTATING %s2 (%s1)"
"asw_missionl" "Mission"
"asw_missing"		"MISSION"
"asw_roster"		"ROSTER"
"asw_equip"			"EQUIP"
"asw_options"		"OPTIONS"
"asw_start_campaign"	"Start New Campaign"
"asw_load_campaign"		"Load Saved Campaign"
"asw_single_mission"	"Single Mission"
"asw_youhavenomarines"	"Select marines from the ROSTER to join this mission."
"asw_revive_marines" "Revive Marines"
"asw_revive_warning" "Reviving dead marines is a costly process for the IAF and will be a permanent negative mark on your record.  Are you sure you wish to authorize the procedure?"
"asw_marines_revived" "Dead marines revived."
"asw_button_cancel" "Cancel"
"asw_hacking_tumbler_title"	"EXEC: Sec-Override v4.00774"
"asw_hacking_tumbler_status"	"ACCESS STATUS"
"asw_hacking_access_logged" "ACCESS ATTEMPT LOGGED"
"asw_hacking_tumbler_alignment"	"SUBSYSTEM PROCESS ALIGNMENT"
"asw_hacking_tumbler_rejected_1"	"ERROR: ROOT PRIVILEGES REJECTED BY ACCESS POINT. ERRCODE 1."
"asw_hacking_tumbler_rejected_2"	"ERROR: ROOT PRIVILEGES REJECTED BY SYNTEK SECURITY INTERFACE A. ERRCODE 58."
"asw_hacking_tumbler_rejected_3"	"ERROR: ROOT PRIVILEGES REJECTED BY SYNTEK SECURITY INTERFACE B. ERRCODE 57."
"asw_hacking_tumbler_rejected_4"	"ERROR: ROOT PRIVILEGES REJECTED BY RPC GATEWAY. ERRCODE 54."
"asw_hacking_tumbler_rejected_5"	"ERROR: ROOT PRIVILEGES REJECTED BY RAM SEARCH. ERRCODE 64."
"asw_hacking_tumbler_rejected_6"	"ERROR: ROOT PRIVILEGES REJECTED BY PROCESS WATCHER. ERRCODE 65."
"asw_hacking_tumbler_rejected_7"	"ERROR: ROOT PRIVILEGES REJECTED BY INNER NETWORK HUB. ERRCODE 81."
"asw_hacking_tumbler_rejected_8"	"ERROR: ROOT PRIVILEGES REJECTED BY OS KERNEL. ERRCODE 904."
"asw_computer_insufficient_rights"	"Insufficient rights to access this SynTek\nMegacorporation terminal.  This access attempt\nand your Transponder ID have been logged\nfor review by SynTek Security personnel."
"asw_computer_access_denied"	"ACCESS\nDENIED"
"asw_access_granted" "Access Granted"
"asw_log_off"					"Log off"
"asw_override"					"Override"
"asw_status_block_0"	"ACCESS POINT"
"asw_status_block_1"	"SSI"
"asw_status_block_2"	"REMOTE AUTH"
"asw_status_block_3"	"RPC GATEWAY"
"asw_status_block_4"	"ZRAM SEARCH"
"asw_status_block_5"	"PROCESS WATCHER"
"asw_status_block_6"	"INNER NETWORK HUB"
"asw_status_block_7"	"OS KERNEL"
"asw_difficulty"		"Difficulty:"
"asw_difficulty_insane"	"Insane"
"asw_difficulty_hard"	"Hard"
"asw_difficulty_normal"	"Normal"
"asw_difficulty_easy"	"Easy"
"asw_difficulty_campaign" "Campaign"
"asw_difficulty_mission" "Single Mission"
"asw_difficulty_carnage" "Carnage"
"asw_difficulty_uber" "Über"
"asw_difficulty_hardcore" "Hardcore"
"asw_difficulty_insane_desc"	"If your squad has finished the campaign on Hard, try Insane for a real challenge!  The Swarm move at lightning speeds, do much more damage, and are harder than ever to kill. Prepare for even more swarms of aliens!"
"asw_difficulty_hard_desc"	"If you’ve played Alien Swarm before, then start here.  The Swarm move faster and are harder to kill. Squad tactics are critical to your survival. You’ll also earn more XP."
"asw_difficulty_normal_desc"	"If you’re new to Alien Swarm, then Normal is a good place to hone your skills.  The Swarm will give you a good fight."
"asw_difficulty_easy_desc"	"If you are new to games, then Easy is the setting for you.  The Swarm run more slowly and are easier to kill.  You'll have a fighting chance."
"asw_mode_normal_tt" "Complete missions in Single Mission\nmode to unlock extra game styles."
"asw_mode_carnage_tt" "Swarm Drones are more numerous\nbut have less health."
"asw_mode_uber_tt" "Fight larger, stronger Swarm Drones."
"asw_mode_hardcore_tt" "Lethal Parasites, no auto-aim,\nfull friendly fire damage."
"asw_mission_difficulty" "Difficulty %s1 %s2 %s3 %s4"
"asw_cheated" "CHEATS USED"
"asw_unofficial_map" "You can only earn experience on official maps."
"asw_select_campaign"	"Select Campaign"
"asw_select_saved_campaign"	"Select Saved Campaign"
"asw_select_single_mission"	"Select Single Mission"
"ASWMainMenu_Tutorial"		"IAF Training"
"ASWMainMenu_Singleplayer"	"Singleplayer"
"asw_menu_start_new_campaign"	"Start New Campaign"
"asw_menu_load_campaign"	"Load Saved Campaign"
"asw_menu_single_mission"	"Single Mission"
"asw_menu_back"	"Back"
"asw_menu_IAF_training"	"IAF Training"
"asw_menu_singleplayer"	"Singleplayer"
"asw_menu_find_server"	"Find Server"
"asw_menu_create_server"	"Create Server"
"asw_vote_server"		"Start Vote"
"asw_mission_not_installed" "Mission Not Installed"
"asw_campaign_not_installed" "Campaign Not Installed"
"asw_menu_friends"	"Friends"
"asw_menu_options"	"Options"
"asw_menu_message_log" "Message Log"
"asw_menu_quit"	"Quit"
"asw_menu_resume"	"Resume Game"
"asw_menu_disconnect"	"Disconnect"
"asw_menu_player_list"	"Player List"
"asw_menu_database" "IAF Database"
"asw_swarmopedia" "SWARMOPEDIA"
"aswmenu_notutorial_title" "Message from IAF Command"
"aswmenu_notutorial_body" "Before embarking on a full mission, IAF Command recommends you go through\nIAF Training to ensure you know how to command a squad of IAF marines\neffectively.  Failure to understand movement and holding position will result\nin unnecessary marine casualties."
"aswmenu_notutorial_skip" "Ignore"
"aswmenu_notutorial_start" "Start IAF Training"
"asw_show_all_files"	"Show all maps"
"asw_chooser_close"	" Close "
"asw_delete_save"	" Delete "
"asw_wire_1_label"	"Actuator Charge:"
"asw_wire_2_label"	"Actuator 2:"
"asw_wire_3_label"	"Actuator 3:"
"asw_wire_4_label"	"Actuator 4:"
"asw_bleeding"		"- Bleeding -"
"asw_objectives"	" Objectives"
"asw_objectives_list" "- OBJECTIVES -"
"asw_objective_titlef" "%s1"

"asw_weapon_tooltip_activate" "Left click to activate"
"asw_weapon_tooltip_change" "Left click to change"
"asw_weapon_tooltip_increase" "LEFT CLICK TO INCREASE SKILL"
"asw_weapon_details_firepower" "Damage Per Shot"
"asw_weapon_details_firerate" "Fire Rate"
"asw_weapon_details_reload" "Reload Speed"
"asw_weapon_details_clipsize" "Capacity"
"asw_weapon_details_altfire" "Alternate Fire"
"asw_weapon_details_attributes" "Attributes"
"asw_weapon_details_notes" "Notes"
"asw_weapon_details_required_level" "Unlocks at level"
"asw_weapon_details_seconds" "Sec."

"asw_no_ammo" "- NO AMMO -"
"asw_low_ammo" "- LOW AMMO -"

"asw_weapon_null_line" ""
"asw_weapon_empty" "Empty Handed"
"asw_weapon_altfire_none" "None"
"asw_weapon_altfire_NA" "N/A"
"asw_weapon_rifle" "Assault Rifle"
"asw_weapon_rifle_altfire" "Frag Grenades"
"asw_weaponl_rifle" "22A3-1 Assault Rifle"
"asw_weapon_rifle_attributes" ""
"asw_weapon_sniper_rifle" "Marksman Rifle"
"asw_weapon_sniper_rifle_altfire" "Enhanced Target Imaging"
"asw_weaponl_sniper_rifle" "AVK-36 Marksman Rifle"
"asw_weapon_sniper_rifle_attributes" "Piercing Bullets"
"asw_weapon_ammo_bag" "Ammo Bag"
"asw_weaponl_ammo_bag" "IAF Ammo Bag"
"asw_weapon_ammo_bag_attributes" "Resupply Specific Ammo"
"asw_weapon_ammo_satchel" "Ammo Satchel"
"asw_weaponl_ammo_satchel" "IAF Ammo Satchel"
"asw_weapon_ammo_satchel_attributes" ""
"asw_weapon_autogun" "Autogun"
"asw_weapon_autogun_attributes" "Auto-Aim, Slow Movement"
"asw_weaponl_autogun" "S23A SynTek Autogun"
"asw_weapon_chainsaw" "Chainsaw"
"asw_weaponl_chainsaw" "Chainsaw"
"asw_weapon_chainsaw_attributes" "Unlimited Ammo"
"asw_weapon_fire_extinguisher" "Fire Extinguisher"
"asw_weaponl_fire_extinguisher" "Fire Extinguisher"
"asw_weapon_fire_extinguisher_attributes" "Extinguishes Fires"
"asw_weapon_flamer" "Flamethrower"
"asw_weaponl_flamer" "M868 Flamer Unit"
"asw_weapon_flamer_altfire" "Fire Extinguisher"
"asw_weapon_flamer_attributes" "Ignites, Use with Caution"
"asw_weapon_flares" "Combat Flares"
"asw_weaponl_flares" "SM75 Combat Flares"
"asw_weapon_flares_attributes" "Provides Auto-Aim Bonus"
"asw_weapon_flashlight" "Flashlight"
"asw_weaponl_flashlight" "Flashlight Attachment"
"asw_weapon_flashlight_attributes" "Passive"
"asw_weapon_grenades" "Grenades"
"asw_weaponl_grenades" "Hand Grenades"
"asw_weapon_grenades_attributes" "Splash Damage"
"asw_weapon_freeze_grenades" "Freeze Grenades"
"asw_weaponl_freeze_grenades" "Freeze Grenades"
"asw_weapon_freeze_grenades_attributes" "Large Radius"
"asw_weapon_grenade_launcher" "Grenade Launcher"
"asw_weaponl_grenade_launcher" "Grenade Launcher"
"asw_weapon_grenade_launcher_attributes" "Splash Damage"
"asw_weapon_night_vision" "Nightvision Goggles"
"asw_weaponl_night_vision" "MNV34 Nightvision Goggles"
"asw_weapon_night_vision_attributes" "Rechargeable"
"asw_weapon_medsat" "Medical Satchel"
"asw_weaponl_medsat" "IAF Medical Satchel"
"asw_weapon_medsat_attributes" "Quick Deploy"
"asw_weapon_healgun" "Medical Gun"
"asw_weaponl_healgun" "IAF Medical Gun"
"asw_weapon_healgun_altfire" "Heal Self"
"asw_weapon_healgun_attributes" "Mobile Healing"
"asw_weapon_heal_grenade" "Heal Beacon"
"asw_weaponl_heal_grenade" "IAF Heal Beacon"
"asw_weapon_heal_grenade_attributes" "Group Healing"
"asw_weapon_medkit" "Personal Heal Kit"
"asw_weaponl_medkit" "IAF Personal Healing Kit"
"asw_weapon_medkit_attributes" "Single Use"
"asw_weapon_mines" "Mines"
"asw_weaponl_mines" "M478 Proximity Incendiary Mines"
"asw_weapon_mines_attributes" "Fire Wall"
"asw_weapon_laser_mines" "Laser Trip Mine"
"asw_weaponl_laser_mines" "ML30 Laser Trip Mine"
"asw_weapon_laser_mines_attributes" "Wall Mountable"
"asw_weapon_t75" "T75"
"asw_weaponl_t75" "T75 Explosives"
"asw_weapon_t75_attributes" "Door Buster"
"asw_weapon_damage_amp"	"Damage Amp"
"asw_weaponl_damage_amp" "X33 Damage Amplifier"
"asw_weapon_damage_amp_attributes" "x2 Damage Aura"
"asw_weapon_hornet_barrage" "Hornet Barrage"
"asw_weaponl_hornet_barrage" "Hornet Barrage"
"asw_weapon_hornet_barrage_attributes" "Homing Missile Attacks"
"asw_weapon_smart_bomb" "Smart Bomb"
"asw_weaponl_smart_bomb" "MTD6 Smart Bomb"
"asw_weapon_smart_bomb_attributes" "Missile Storm, Single Use"
"asw_weapon_mining_laser" "Mining Laser"
"asw_weaponl_mining_laser" "Mining Laser"
"asw_weapon_mining_laster_attributes" "Breaks Boulders"
"asw_weapon_pdw" "PDW"
"asw_weaponl_pdw" "K80 Personal Defense Weapon"
"asw_weapon_pdw_attributes" "Uses Ammo Quickly"
"asw_weapon_pistol" "Twin Pistols"
"asw_weaponl_pistol" "M73 Twin Pistols"
"asw_weapon_pistol_attributes" "Ammo Efficient"
"asw_weapon_prifle" "P-Rifle"
"asw_weapon_prifle_altfire" "Stun Grenades"
"asw_weaponl_prifle" "22A7-Z Prototype Assault Rifle"
"asw_weapon_prifle_attributes" "Auto-Aim"
"asw_weapon_railgun" "Rail Rifle"
"asw_weaponl_railgun" "Precision Rail Rifle"
"asw_weapon_railgun_attributes" "Piercing Rounds"
"asw_weapon_vindicator" "Vindicator"
"asw_weapon_vindicator_altfire" "Incendiary Grenades"
"asw_weaponl_vindicator" "M42 Vindicator"
"asw_weapon_vindicator_attributes" "High Damage, Close Range"
"asw_weapon_tesla_gun" "Tesla Cannon"
"asw_weaponl_tesla_gun" "IAF Tesla Cannon"
"asw_weapon_tesla_gun_attributes" "Stuns, No Friendly Fire"
"asw_weapon_sentry" "Sentry Gun Case"
"asw_weapon_sentry_attributes" ""
"asw_weaponl_sentry" "IAF Advanced Sentry Gun"
"asw_weapon_sentry_flamer" "Incendiary Sentry Gun Case"
"asw_weaponl_sentry_flamer" "IAF Incendiary Sentry Gun"
"asw_weapon_sentry_flamer_attributes" "Ignites, Fast Targeting"
"asw_weapon_sentry_cannon" "Cannon Sentry Gun Case"
"asw_weaponl_sentry_cannon" "IAF High Velocity Sentry Cannon"
"asw_weapon_sentry_cannon_attributes" "Long-Range, Splash Damage"
"asw_weapon_sentry_freeze" "Freeze Sentry Gun Case"
"asw_weaponl_sentry_freeze" "IAF Freeze Sentry Gun"
"asw_weapon_sentry_freeze_attributes" "Freezes, Fast Targeting"
"asw_weapon_tesla_trap" "Tesla Trap"
"asw_weaponl_tesla_trap" "IAF Tesla Sentry Coil"
"asw_weapon_tesla_trap_attributes" "Stuns In Radius"
"asw_weapon_stim" "Adrenaline"
"asw_weaponl_stim" "Adrenaline"
"asw_weapon_stim_attributes" "Temporary Slow Motion"
"asw_weapon_electrified_armor" "Electrified Armor"
"asw_weaponl_electrified_armor" "v45 Electric Charged Armor"
"asw_weapon_electrified_armor_attributes" "Stops Infestation, Stuns"
"asw_weapon_normal_armor" "Heavy Armor"
"asw_weaponl_normal_armor" "l3a Tactical Heavy Armor"
"asw_weapon_normal_armor_attributes" "20%% Less Damage, Passive"
"asw_weapon_fist" "Power Fist"
"asw_weaponl_fist" "IAF Power Fist Attachment"
"asw_weapon_fist_attributes" "x2 Melee Damage, Passive"
"asw_weapon_blink" "Blink Pack"
"asw_weaponl_blink" "Displacement 'Blink' Pack"
"asw_weapon_blink_attributes" "Rechargeable"
"asw_weapon_jump_jet" "Assault Jets"
"asw_weaponl_jump_jet" "Short Range Assault Jets"
"asw_weapon_jump_jet_attributes" "Scatter Swarm"
"asw_weapon_shotgun" "Shotgun"
"asw_weaponl_shotgun" "Model 35 Pump-action Shotgun"
"asw_weapon_shotgun_attributes" "High Damage, Close Range"
"asw_weapon_welder" "Hand Welder"
"asw_weaponl_welder" "Hand Welder"
"asw_weapon_welder_attributes" "Seals and Unseals Doors"
"asw_weapon_flechette" "Flechette Launcher"
"asw_weapon_flechette_attributes" "Remote Detonation"
"asw_weapon_ricochet" "Ricochet Rifle"
"asw_weapon_ricochet_attributes" "Bounce Shots"
"asw_weapon_minigun" "Minigun"
"asw_weapon_minigun_altfire" "Barrel Spin-up"
"asw_weaponl_minigun" "IAF Minigun"
"asw_weapon_minigun_attributes" "Wide Spread, Slow Movement"
"asw_weapon_bait" "Bait"
"asw_weaponl_bait" "Swarm Bait"
"asw_weapon_bait_attributes" "Meat Cake"
"asw_take_weapon_format" "Take %s1"
"asw_swap_weapon_format" "Swap for %s1"
"asw_t75_arm" "ARM T75"
"asw_t75_armed" "T75 ARMED"
"asw_take_ammo_rifle" "Take Rifle Ammo"
"asw_take_ammo_autogun" "Take Autogun Ammo"
"asw_take_ammo_shotgun" "Take Shotgun Ammo"
"asw_take_ammo_vindicator" "Take Vindicator Ammo"
"asw_take_ammo_flamer" "Take Flamer Ammo"
"asw_take_ammo_pistol" "Take Pistol Ammo"
"asw_take_ammo_mining_laser" "Take Mining Laser Ammo"
"asw_take_ammo_railgun" "Take Rail Ammo"
"asw_take_ammo_chainsaw" "Take Chainsaw Fuel"
"asw_take_ammo_pdw" "Take PDW Ammo"

// powerups
"asw_take_pow_fire_bullets" "Take Fire Booster"
"asw_take_pow_freeze_bullets" "Take Freeze Booster"
"asw_take_pow_elec_bullets" "Take Shock Booster"
"asw_take_pow_chem_bullets" "Take Rad Booster"
"asw_take_pow_explo_bullets" "Take Explosive Booster"
"asw_take_pow_inc_speed" "Take Speed Booster"

"asw_ammo_rifle" "Rifle Ammo"
"asw_ammo_autogun" "Autogun Ammo"
